Weld,C,Mn,Si,S,P,Al,Ti,Cr,Ni,Mo,V,Cu,YS,UTS,El,RA,Temp,Temp
TiBN,0.067,1.41,0.36,0.009,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,479,554,24.6,74.5,-40,-54
TiBN,0.072,1.5,0.38,0.006,0.01,0.0005,0.026,0.03,0.03,0.005,0.005,0.03,509,578,26.4,78.9,-56,-72
TiBN,0.07,1.48,0.43,0.007,0.01,0.0005,0.026,0.03,0.03,0.005,0.005,0.03,529,581,25.6,78,-72,-93
TiBN,0.07,1.53,0.42,0.007,0.009,0.0005,0.029,0.03,0.03,0.005,0.005,0.03,501,564,25.8,75.1,-82,-98
TiBN,0.066,1.45,0.39,0.006,0.008,0.0005,0.027,0.03,0.03,0.005,0.005,0.03,497,559,28,75.8,-81,-96
TiBN,0.074,1.42,0.38,0.006,0.009,0.0005,0.027,0.03,0.03,0.005,0.005,0.03,494,572,26.7,77.9,-69,-92
TiBN,0.069,1.36,0.37,0.007,0.009,0.0005,0.025,0.03,0.03,0.005,0.005,0.03,479,563,25.6,73.5,-52,-79
TiBN,0.069,1.47,0.45,0.005,0.006,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,504,577,25.8,79.8,-61,-77
TiBN,0.077,1.56,0.39,0.006,0.011,0.0005,0.04,0.03,0.03,0.005,0.005,0.03,558,616,23.6,74.3,-77,-94
TiBN,0.074,1.5,0.39,0.006,0.009,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,548,590,25.4,75,-79,-100
TiBN,0.075,1.49,0.37,0.006,0.01,0.0005,0.037,0.03,0.03,0.005,0.005,0.03,546,594,25.8,73,-81,-107
TiBN,0.075,1.5,0.4,0.006,0.01,0.0005,0.039,0.03,0.03,0.005,0.005,0.03,514,571,28,79,-83,-108
TiBN,0.077,1.53,0.42,0.006,0.01,0.0005,0.043,0.03,0.03,0.005,0.005,0.03,547,601,25,74.2,-62,-96
TiBN,0.073,1.52,0.4,0.006,0.011,0.0005,0.039,0.03,0.03,0.005,0.005,0.03,517,586,22.5,77.7,-53,-80
TiBN,0.074,1.5,0.47,0.006,0.01,0.0005,0.058,0.03,0.03,0.005,0.005,0.03,546,615,22.7,75.8,-56,-69
TiBN,0.079,1.54,0.48,0.006,0.01,0.0005,0.061,0.03,0.03,0.005,0.005,0.03,545,617,25.4,76.9,-74,-100
TiBN,0.073,1.54,0.48,0.006,0.01,0.0005,0.052,0.03,0.03,0.005,0.005,0.03,516,590,26.2,75,-76,-103
TiBN,0.075,1.52,0.45,0.005,0.009,0.0005,0.061,0.03,0.03,0.005,0.005,0.03,539,610,20.6,71.3,-65,-87
TiBN,0.07,1.48,0.42,0.006,0.009,0.0005,0.061,0.03,0.03,0.005,0.005,0.03,556,609,22.2,74.2,-55,-84
TiBN,0.067,1.49,0.4,0.005,0.009,0.0005,0.064,0.03,0.03,0.005,0.005,0.03,549,605,24.3,73,-42,-64
TiBN,0.074,1.48,0.39,0.005,0.009,0.0005,0.066,0.03,0.03,0.005,0.005,0.03,538,606,23.7,73.4,-26,-44
TiBN,0.074,1.58,0.28,0.008,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,473,566,24,77,5,-24
TiBN,0.074,1.6,0.31,0.007,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,475,565,25.7,73.4,6,-23
TiBN,0.077,1.55,0.32,0.007,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,492,571,25.4,72.2,6,-31
TiBN,0.074,1.59,0.35,0.007,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,468,571,24.8,72,-2,-39
TiBN,0.075,1.58,0.33,0.007,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,462,544,25,75.6,-16,-47
TiBN,0.082,1.6,0.36,0.007,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,474,549,24.7,73.3,-29,-62
TiBN,0.07,1.55,0.39,0.007,0.007,0.0005,0.0007,0.03,0.03,0.005,0.005,0.03,474,562,21.3,67.4,-52,-84
TiBN,0.068,1.4,0.28,0.01,0.009,0.0005,0.0031,0.03,0.03,0.005,0.005,0.03,482,545,28,78.9,-41,-63
TiBN,0.056,1.37,0.26,0.006,0.009,0.0005,0.0036,0.03,0.03,0.005,0.005,0.03,462,534,26.3,74.4,-39,-56
TiBN,0.05,1.4,0.28,0.007,0.01,0.0005,0.004,0.03,0.03,0.005,0.005,0.03,467,526,27.1,77.6,-23,-45
TiBN,0.048,1.36,0.31,0.007,0.01,0.0005,0.0045,0.03,0.03,0.005,0.005,0.03,427,503,27,77.7,-32,-55
TiBN,0.048,1.38,0.32,0.006,0.009,0.0005,0.0045,0.03,0.03,0.005,0.005,0.03,431,494,25.4,74.4,-32,-65
TiBN,0.045,1.4,0.35,0.006,0.009,0.0005,0.0047,0.03,0.03,0.005,0.005,0.03,454,512,25.3,76.5,-38,-67
TiBN,0.07,1.5,0.29,0.008,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,513,573,25.2,76,-29,-52
TiBN,0.071,1.53,0.27,0.005,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,526,581,26.3,76.4,-36,-60
TiBN,0.073,1.53,0.28,0.005,0.01,0.0005,0.013,0.03,0.03,0.005,0.005,0.03,515,565,25.9,76.7,-37,-57
TiBN,0.068,1.47,0.27,0.005,0.009,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,485,549,27.3,75,-43,-66
TiBN,0.068,1.43,0.29,0.005,0.009,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,466,533,26.3,74.7,-46,-66
TiBN,0.068,1.45,0.35,0.005,0.009,0.0005,0.01,0.03,0.03,0.005,0.005,0.03,453,520,27.1,75.6,-47,-72
TiBN,0.068,1.51,0.39,0.007,0.009,0.0005,0.03,0.03,0.03,0.005,0.005,0.03,546,611,24,78,-35,-63
TiBN,0.071,1.54,0.37,0.004,0.007,0.0005,0.02,0.03,0.03,0.005,0.005,0.03,513,572,26.2,75.4,-36,-62
TiBN,0.07,1.51,0.42,0.005,0.008,0.0005,0.021,0.03,0.03,0.005,0.005,0.03,504,556,25.2,77.1,-43,-67
TiBN,0.07,1.61,0.39,0.004,0.006,0.0005,0.021,0.03,0.03,0.005,0.005,0.03,501,554,23.9,76.5,-48,-78
TiBN,0.067,1.5,0.41,0.004,0.006,0.0005,0.023,0.03,0.03,0.005,0.005,0.03,493,569,23.4,75.8,-50,-70
TiBN,0.066,1.48,0.47,0.007,0.011,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,578,632,24.6,78,-44,-72
TiBN,0.072,1.53,0.37,0.006,0.011,0.0005,0.037,0.03,0.03,0.005,0.005,0.03,551,614,24.1,74.1,-48,-70
TiBN,0.071,1.51,0.38,0.007,0.011,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,532,593,26.8,73.6,-48,-73
TiBN,0.069,1.48,0.34,0.007,0.01,0.0005,0.037,0.03,0.03,0.005,0.005,0.03,521,584,26.8,74,-48,-73
TiBN,0.068,1.46,0.34,0.006,0.01,0.0005,0.035,0.03,0.03,0.005,0.005,0.03,518,575,26.8,74.9,-52,-81
TiBN,0.069,1.48,0.35,0.007,0.011,0.0005,0.035,0.03,0.03,0.005,0.005,0.03,503,555,27.8,76.3,-64,-83
TiBN,0.066,1.39,0.35,0.006,0.009,0.0005,0.036,0.03,0.03,0.005,0.005,0.03,489,557,23.2,73.3,-67,-89
TiBN,0.073,1.66,0.27,0.009,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,505,607,24,76,20,-16
TiBN,0.078,1.6,0.3,0.007,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,506,600,23.3,72.1,18,-12
TiBN,0.083,1.59,0.31,0.007,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,501,586,22.7,73.4,15,-21
TiBN,0.079,1.58,0.34,0.007,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,493,580,22.9,71,13,-28
TiBN,0.071,1.6,0.36,0.007,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,482,564,23.5,71.7,8,-33
TiBN,0.078,1.58,0.38,0.007,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,470,555,24.9,73.4,1,-46
TiBN,0.064,1.43,0.36,0.008,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,439,528,22.4,70.8,-13,-44
TiBN,0.069,1.45,0.26,0.01,0.013,0.0005,0.0029,0.03,0.03,0.005,0.005,0.03,492,581,25.8,77.9,-24,-48
TiBN,0.048,1.42,0.24,0.006,0.008,0.0005,0.0035,0.03,0.03,0.005,0.005,0.03,497,568,25.1,71.3,-28,-50
TiBN,0.048,1.45,0.26,0.006,0.009,0.0005,0.0038,0.03,0.03,0.005,0.005,0.03,484,554,27.5,75.1,-13,-28
TiBN,0.047,1.44,0.29,0.006,0.008,0.0005,0.0041,0.03,0.03,0.005,0.005,0.03,459,529,28,75.6,-16,-45
TiBN,0.045,1.47,0.34,0.006,0.009,0.0005,0.0045,0.03,0.03,0.005,0.005,0.03,459,516,26.8,72.8,-23,-51
TiBN,0.046,1.46,0.34,0.006,0.009,0.0005,0.0046,0.03,0.03,0.005,0.005,0.03,429,496,26.8,75.3,-26,-57
TiBN,0.07,1.45,0.28,0.009,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,523,599,29.2,77,-23,-52
TiBN,0.068,1.46,0.35,0.005,0.01,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,531,592,27.9,75.9,-26,-54
TiBN,0.068,1.45,0.34,0.005,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,535,587,25.5,76.2,-22,-51
TiBN,0.068,1.39,0.33,0.005,0.009,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,519,577,25.6,70.7,-29,-53
TiBN,0.065,1.47,0.3,0.004,0.009,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,496,551,25.7,74.8,-34,-62
TiBN,0.061,1.37,0.3,0.005,0.009,0.0005,0.01,0.03,0.03,0.005,0.005,0.03,470,534,29.1,74.6,-35,-76
TiBN,0.067,1.48,0.4,0.006,0.008,0.0005,0.032,0.03,0.03,0.005,0.005,0.03,546,621,23.6,76,-24,-52
TiBN,0.072,1.47,0.32,0.005,0.006,0.0005,0.019,0.03,0.03,0.005,0.005,0.03,532,592,23.6,73.3,-18,-47
TiBN,0.069,1.41,0.34,0.005,0.006,0.0005,0.021,0.03,0.03,0.005,0.005,0.03,508,585,26.6,73.9,-22,-45
TiBN,0.068,1.44,0.34,0.005,0.006,0.0005,0.021,0.03,0.03,0.005,0.005,0.03,493,556,26.7,73.8,-34,-58
TiBN,0.07,1.37,0.4,0.006,0.006,0.0005,0.025,0.03,0.03,0.005,0.005,0.03,496,549,24.1,75,-46,-80
TiBN,0.07,1.46,0.4,0.007,0.01,0.0005,0.043,0.03,0.03,0.005,0.005,0.03,552,633,25,72.8,-30,-56
TiBN,0.071,1.51,0.38,0.007,0.01,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,542,633,18.6,71.4,-30,-56
TiBN,0.068,1.42,0.36,0.007,0.009,0.0005,0.038,0.03,0.03,0.005,0.005,0.03,537,612,23.7,71.2,-27,-66
TiBN,0.069,1.51,0.36,0.007,0.008,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,558,621,23.9,71.6,-24,-56
TiBN,0.071,1.46,0.36,0.007,0.01,0.0005,0.037,0.03,0.03,0.005,0.005,0.03,537,601,25.4,70,-25,-66
TiBN,0.073,1.44,0.35,0.007,0.011,0.0005,0.036,0.03,0.03,0.005,0.005,0.03,491,562,23.8,72.4,-38,-64
TiBN,0.066,1.4,0.36,0.007,0.012,0.0005,0.039,0.03,0.03,0.005,0.005,0.03,474,541,27.8,72.6,-52,-81
TiB,0.073,1.51,0.3,0.007,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,462,539,28.7,77.9,-15,-47
TiB,0.067,1.53,0.27,0.008,0.007,0.0005,0.0002,0.03,0.03,0.005,0.005,0.03,461,530,26.5,77.5,-11,-48
TiB,0.071,1.58,0.29,0.007,0.006,0.0005,0.0002,0.03,0.03,0.005,0.005,0.03,462,537,27.6,74.6,-14,-55
TiB,0.066,1.48,0.33,0.008,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,467,542,22.1,76,-22,-63
TiB,0.066,1.48,0.37,0.008,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,431,521,24.3,75.3,-37,-72
TiB,0.068,1.53,0.39,0.008,0.007,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,470,547,21.1,73.2,-50,-92
TiB,0.064,1.49,0.4,0.007,0.005,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,478,561,22.2,73.6,-34,-75
TiB,0.074,1.46,0.28,0.008,0.008,0.0005,0.0035,0.03,0.03,0.005,0.005,0.03,460,533,27.6,78.9,-68,-88
TiB,0.068,1.51,0.34,0.007,0.008,0.0005,0.0033,0.03,0.03,0.005,0.005,0.03,514,575,25,75.7,-60,-96
TiB,0.065,1.48,0.35,0.007,0.007,0.0005,0.0034,0.03,0.03,0.005,0.005,0.03,479,540,26,75.5,-55,-84
TiB,0.064,1.43,0.36,0.007,0.007,0.0005,0.0036,0.03,0.03,0.005,0.005,0.03,479,533,25.2,74.7,-65,-93
TiB,0.067,1.45,0.31,0.008,0.008,0.0005,0.0038,0.03,0.03,0.005,0.005,0.03,477,545,22.5,74.7,-60,-90
TiB,0.066,1.44,0.39,0.007,0.009,0.0005,0.0045,0.03,0.03,0.005,0.005,0.03,460,557,23.1,73.6,-50,-78
TiB,0.074,1.45,0.3,0.007,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,480,538,27.8,79.8,-43,-59
TiB,0.071,1.55,0.35,0.007,0.01,0.0005,0.013,0.03,0.03,0.005,0.005,0.03,512,560,26.2,78.4,-57,-77
TiB,0.071,1.53,0.34,0.007,0.01,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,486,540,27.6,74.3,-56,-79
TiB,0.068,1.45,0.34,0.008,0.009,0.0005,0.013,0.03,0.03,0.005,0.005,0.03,488,554,25.4,74.2,-65,-86
TiB,0.066,1.43,0.33,0.008,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,486,570,23.9,72.1,-59,-83
TiB,0.067,1.41,0.36,0.009,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,479,554,24.6,74.5,-40,-54
TiB,0.072,1.5,0.38,0.006,0.01,0.0005,0.026,0.03,0.03,0.005,0.005,0.03,509,578,26.4,78.9,-56,-72
TiB,0.07,1.48,0.43,0.007,0.01,0.0005,0.026,0.03,0.03,0.005,0.005,0.03,529,581,25.6,78,-72,-93
TiB,0.07,1.53,0.42,0.007,0.009,0.0005,0.029,0.03,0.03,0.005,0.005,0.03,501,564,25.8,75.1,-82,-98
TiB,0.066,1.45,0.39,0.006,0.008,0.0005,0.027,0.03,0.03,0.005,0.005,0.03,497,559,28,75.8,-81,-96
TiB,0.074,1.42,0.38,0.006,0.009,0.0005,0.027,0.03,0.03,0.005,0.005,0.03,494,572,26.7,77.9,-69,-92
TiB,0.069,1.36,0.37,0.007,0.009,0.0005,0.025,0.03,0.03,0.005,0.005,0.03,479,563,25.6,73.5,-52,-79
TiB,0.069,1.47,0.45,0.005,0.006,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,504,577,25.8,79.8,-61,-77
TiB,0.077,1.56,0.39,0.006,0.011,0.0005,0.04,0.03,0.03,0.005,0.005,0.03,558,616,23.6,74.3,-77,-94
TiB,0.074,1.5,0.39,0.006,0.009,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,548,590,25.4,75,-79,-100
TiB,0.075,1.49,0.37,0.006,0.01,0.0005,0.037,0.03,0.03,0.005,0.005,0.03,546,594,25.8,73,-81,-107
TiB,0.075,1.5,0.4,0.006,0.01,0.0005,0.039,0.03,0.03,0.005,0.005,0.03,514,571,28,79,-83,-108
TiB,0.077,1.53,0.42,0.006,0.01,0.0005,0.043,0.03,0.03,0.005,0.005,0.03,547,601,25,74.2,-62,-96
TiB,0.073,1.52,0.4,0.006,0.011,0.0005,0.039,0.03,0.03,0.005,0.005,0.03,517,586,22.5,77.7,-53,-80
TiB,0.074,1.5,0.47,0.006,0.01,0.0005,0.058,0.03,0.03,0.005,0.005,0.03,546,615,22.7,75.8,-56,-69
TiB,0.079,1.54,0.48,0.006,0.01,0.0005,0.061,0.03,0.03,0.005,0.005,0.03,545,617,25.4,76.9,-74,-100
TiB,0.073,1.54,0.48,0.006,0.01,0.0005,0.052,0.03,0.03,0.005,0.005,0.03,516,590,26.2,75,-76,-103
TiB,0.075,1.52,0.45,0.005,0.009,0.0005,0.061,0.03,0.03,0.005,0.005,0.03,539,610,20.6,71.3,-65,-87
TiB,0.07,1.48,0.42,0.006,0.009,0.0005,0.061,0.03,0.03,0.005,0.005,0.03,556,609,22.2,74.2,-55,-84
TiB,0.067,1.49,0.4,0.005,0.009,0.0005,0.064,0.03,0.03,0.005,0.005,0.03,549,605,24.3,73,-42,-64
TiB,0.074,1.48,0.39,0.005,0.009,0.0005,0.066,0.03,0.03,0.005,0.005,0.03,538,606,23.7,73.4,-26,-44
TiN,0.074,1.4,0.25,0.006,0.007,0.0005,0.0001,0.03,0.03,0.005,0.005,0.03,445,528,28.2,78,-14,-42
TiN,0.077,1.46,0.27,0.008,0.007,0.0005,0.0028,0.03,0.03,0.005,0.005,0.03,471,544,25.2,77,-68,-88
TiN,0.073,1.41,0.26,0.007,0.011,0.0005,0.009,0.03,0.03,0.005,0.005,0.03,478,540,24.2,78.9,-50,-72
TiN,0.074,1.45,0.3,0.007,0.009,0.0005,0.015,0.03,0.03,0.005,0.005,0.03,480,538,27.8,79.8,-43,-59
TiN,0.072,1.44,0.35,0.006,0.012,0.0005,0.02,0.03,0.03,0.005,0.005,0.03,497,563,26.8,78.9,-53,-76
TiN,0.072,1.5,0.38,0.006,0.01,0.0005,0.026,0.03,0.03,0.005,0.005,0.03,509,578,26.4,78.9,-56,-72
TiN,0.069,1.45,0.4,0.006,0.008,0.0005,0.033,0.03,0.03,0.005,0.005,0.03,509,562,26,80.7,-59,-73
TiN,0.069,1.47,0.45,0.005,0.006,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,504,577,25.8,79.8,-61,-77
TiN,0.069,1.49,0.43,0.004,0.005,0.0005,0.046,0.03,0.03,0.005,0.005,0.03,535,594,26,79.8,-60,-78
TiN,0.07,1.5,0.45,0.005,0.006,0.0005,0.055,0.03,0.03,0.005,0.005,0.03,530,597,25,81.6,-60,-77
TiN,0.074,1.58,0.28,0.008,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,473,566,24,77,5,-24
TiN,0.068,1.4,0.28,0.01,0.008,0.0005,0.0031,0.03,0.03,0.005,0.005,0.03,482,545,28,78.9,-41,-63
TiN,0.069,1.5,0.31,0.008,0.008,0.0005,0.0051,0.03,0.03,0.005,0.005,0.03,522,584,26.4,78.9,-46,-68
TiN,0.07,1.5,0.29,0.008,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,513,573,25.2,76,-29,-52
TiN,0.068,1.51,0.39,0.007,0.009,0.0005,0.03,0.03,0.03,0.005,0.005,0.03,546,611,24,78,-35,-63
TiN,0.066,1.48,0.47,0.007,0.011,0.0005,0.041,0.03,0.03,0.005,0.005,0.03,584,639,23,75,-44,-72
TiN,0.07,1.5,0.45,0.004,0.006,0.0005,0.059,0.03,0.03,0.005,0.005,0.03,535,599,25.6,76,-41,-65
TiN,0.073,1.66,0.27,0.009,0.008,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,505,607,24,76,20,-16
TiN,0.069,1.45,0.26,0.01,0.009,0.0005,0.0029,0.03,0.03,0.005,0.005,0.03,492,581,25.8,77.9,-24,-48
TiN,0.073,1.53,0.29,0.009,0.007,0.0005,0.0046,0.03,0.03,0.005,0.005,0.03,538,591,24.9,74.5,-28,-56
TiN,0.07,1.45,0.28,0.009,0.009,0.0005,0.012,0.03,0.03,0.005,0.005,0.03,523,599,29.2,77,-23,-52
TiN,0.067,1.48,0.4,0.006,0.008,0.0005,0.032,0.03,0.03,0.005,0.005,0.03,546,621,23.6,76,-24,-52
TiN,0.068,1.46,0.47,0.007,0.006,0.0005,0.045,0.03,0.03,0.005,0.005,0.03,578,631,24.6,78,-30,-58
TiN,0.066,1.47,0.43,0.005,0.006,0.0005,0.069,0.03,0.03,0.005,0.005,0.03,552,615,26.4,78,-28,-54
TiO2,0.072,1.41,0.39,0.007,0.005,0.0005,0.0003,0.03,0.03,0.005,0.12,0.03,460,539,30.8,77,-34,-64
TiO2,0.061,1.44,0.33,0.005,0.009,0.0005,0.0015,0.03,0.03,0.005,0.12,0.03,470,547,31,78.8,-70,-91
TiO2,0.076,1.4,0.41,0.005,0.006,0.0005,0.0027,0.03,0.03,0.005,0.12,0.03,500,553,28.2,77.7,-72,-93
TiO2,0.073,1.38,0.44,0.004,0.006,0.0005,0.0042,0.03,0.03,0.005,0.12,0.03,503,561,29,78.8,-65,-92
TiO2,0.071,1.42,0.44,0.008,0.006,0.0005,0.0053,0.03,0.03,0.005,0.12,0.03,510,566,30.2,77.9,-61,-83
TiO2,0.073,1.44,0.46,0.008,0.006,0.0005,0.0069,0.03,0.03,0.005,0.12,0.03,546,596,28.6,76,-52,-81
TiO2,0.07,1.4,0.45,0.004,0.007,0.0005,0.0078,0.03,0.03,0.005,0.12,0.03,543,589,29.4,77.9,-49,-70
TiOX,0.078,1.46,0.39,0.003,0.009,0.0005,0.0002,0.03,0.03,0.005,0.005,0.03,468,538,30,79.8,-37,-55
TiOX,0.078,1.49,0.38,0.003,0.009,0.0005,0.0019,0.03,0.03,0.005,0.005,0.03,455,554,27.4,78.8,-82,-98
TiOX,0.082,1.49,0.37,0.003,0.009,0.0005,0.003,0.03,0.03,0.005,0.005,0.03,453,552,29.3,80.7,-81,-96
TiOX,0.084,1.42,0.36,0.003,0.009,0.0005,0.0035,0.03,0.03,0.005,0.005,0.03,470,558,28.2,82,-79,-94
TiOX,0.087,1.41,0.37,0.003,0.009,0.0005,0.0055,0.03,0.03,0.005,0.005,0.03,476,572,26,82.1,-71,-86
TiOX,0.088,1.48,0.41,0.003,0.009,0.0005,0.01,0.03,0.03,0.005,0.005,0.03,495,591,25.2,81.5,-61,-82
TiOX,0.083,1.66,0.35,0.004,0.01,0.0005,0.0005,0.03,0.03,0.005,0.005,0.03,454,559,27.4,80.7,-29,-52
TiOX,0.082,1.69,0.35,0.004,0.01,0.0005,0.0015,0.03,0.03,0.005,0.005,0.03,485,571,28,79.8,-69,-95
TiOX,0.085,1.63,0.34,0.004,0.01,0.0005,0.0025,0.03,0.03,0.005,0.005,0.03,489,560,26.8,80.7,-84,-106
TiOX,0.08,1.64,0.34,0.004,0.01,0.0005,0.0032,0.03,0.03,0.005,0.005,0.03,474,562,27.4,81.2,-74,-92
TiOX,0.083,1.58,0.37,0.004,0.009,0.0005,0.0059,0.03,0.03,0.005,0.005,0.03,495,572,25.2,78,-69,-88
TiOX,0.087,1.6,0.38,0.004,0.011,0.0005,0.0088,0.03,0.03,0.005,0.005,0.03,503,590,24.8,78.9,-63,-86
TiOX,0.081,1.35,0.32,0.005,0.011,0.0005,0.0006,0.03,0.03,0.005,0.005,0.03,433,551,27.6,76.5,-28,-49
TiOX,0.083,1.37,0.33,0.006,0.012,0.0005,0.002,0.03,0.03,0.005,0.005,0.03,475,561,25.4,79.8,-63,-83
TiOX,0.081,1.52,0.37,0.006,0.013,0.0005,0.003,0.03,0.03,0.005,0.005,0.03,482,566,29.8,79.8,-64,-87
TiOX,0.086,1.54,0.39,0.006,0.014,0.0005,0.0052,0.03,0.03,0.005,0.005,0.03,525,588,26.8,78.9,-60,-82
TiOX,0.086,1.45,0.34,0.005,0.013,0.0005,0.0079,0.03,0.03,0.005,0.005,0.03,471,573,29.4,78.9,-59,-77
TiOX,0.085,1.47,0.42,0.006,0.011,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,483,575,26.6,78,-55,-77
TiOX,0.078,1.27,0.29,0.007,0.008,0.0005,0.0003,0.03,0.03,0.005,0.005,0.03,429,523,28.8,78,-31,-57
TiOX,0.078,1.31,0.3,0.006,0.007,0.0005,0.0021,0.03,0.03,0.005,0.005,0.03,448,533,28.6,77.5,-61,-86
TiOX,0.085,1.4,0.35,0.007,0.008,0.0005,0.0034,0.03,0.03,0.005,0.005,0.03,479,565,26,76,-62,-93
TiOX,0.081,1.27,0.36,0.007,0.007,0.0005,0.0053,0.03,0.03,0.005,0.005,0.03,471,558,28.8,77.5,-59,-83
TiOX,0.075,1.3,0.4,0.008,0.008,0.0005,0.0068,0.03,0.03,0.005,0.005,0.03,480,558,27.2,78,-57,-83
TiOX,0.075,1.34,0.42,0.007,0.009,0.0005,0.011,0.03,0.03,0.005,0.005,0.03,477,567,29.4,76.5,-52,-74
Ti,0.074,1.45,0.33,0.005,0.005,0.0005,0.0006,0.03,0.03,0.005,0.12,0.03,463,537,31.2,78.8,-37,-60
Ti,0.073,1.49,0.34,0.004,0.007,0.0005,0.0016,0.03,0.03,0.005,0.12,0.03,482,548,33.6,78.8,-59,-85
Ti,0.071,1.46,0.36,0.004,0.006,0.0005,0.0022,0.03,0.03,0.005,0.12,0.03,497,563,30.6,77,-65,-82
Ti,0.061,1.36,0.33,0.005,0.006,0.0005,0.0028,0.03,0.03,0.005,0.12,0.03,474,538,32.2,78.8,-71,-86
Ti,0.07,1.48,0.32,0.005,0.006,0.0005,0.0055,0.03,0.03,0.005,0.12,0.03,488,549,32.4,78.8,-61,-76
Ti,0.068,1.38,0.32,0.004,0.005,0.0005,0.0077,0.03,0.03,0.005,0.12,0.03,466,542,30.6,80.6,-51,-67
Ti,0.068,1.51,0.35,0.006,0.006,0.0005,0.01,0.03,0.03,0.005,0.12,0.03,499,569,29,77.9,-47,-63
Ti,0.065,1.53,0.39,0.005,0.006,0.0005,0.014,0.03,0.03,0.005,0.12,0.03,513,579,27,77.9,-44,-64
Ti,0.07,1.64,0.48,0.005,0.006,0.0005,0.021,0.03,0.03,0.005,0.12,0.03,515,592,27.2,78.9,-55,-76
Ti,0.075,1.75,0.29,0.006,0.005,0.0005,0.0255,0.03,0.03,0.005,0.12,0.03,588,654,26.4,72,-55,-80
Zn,0.069,1.45,0.27,0.01,0.01,0.0006,0.0029,0.03,0.03,0.005,0.009,0.04,476,545,28.4,77.1,-65,-90
Zn,0.076,1.48,0.31,0.01,0.01,0.0005,0.0027,0.03,0.03,0.005,0.006,0.04,497,541,26.9,76.2,-65,-94
Zn,0.077,1.43,0.26,0.01,0.01,0.0005,0.0027,0.03,0.03,0.005,0.007,0.04,483,536,26.3,78.5,-65,-88
Zn,0.076,1.39,0.26,0.01,0.01,0.0005,0.0025,0.03,0.03,0.005,0.006,0.04,468,528,29.4,77.1,-65,-89
